text,vague_label
ну чуть тише плиз,DELTA_MINUS_5
выключи звук,SET_0
ну фигово слышно пожалуйста,DELTA_PLUS_15
ну почтти оглох,DELTA_MINUS_25
короче сделай скринот,UNKNOWN
бивис переключи песню брат,UNKNOWN
эй бивис орёт быстро,DELTA_MINUS_25
брух динамики рвуться пожалуйста,DELTA_MINUS_25
поставь на ноль сейчас,SET_0
слушай сделай ноль сейчас,SET_0
фигово слышно быстро,DELTA_PLUS_15
брух обычный уровеннь,SET_60
ну заткни,SET_0
брух зактни пжоалуйста,SET_0
открой ютуб пожалуйста,UNKNOWN
эй бивис открой браузер,UNKNOWN
короче приглуши звук,SET_20
брух открой ютуб сечас,UNKNOWN
эй бивис почти оглох быстро,DELTA_MINUS_25
слушай чуть убавь быстро,DELTA_MINUS_5
заткнись брат,SET_0
слушай ничего не слышно плиз,DELTA_PLUS_25
слшай заткнись быстро,SET_0
брух комфортно,SET_60
брух потише,DELTA_MINUS_10
ну звук режет уши,DELTA_MINUS_25
брух на максимум пожалуйста,SET_100
коорче не слышно,DELTA_PLUS_25
короче поставь таймер пожалуйста,UNKNOWN
пожалуйста почти не слышу быстро,DELTA_PLUS_25
короче поставь еле слышно быстро,SET_10
слушай громко слишком быстро,DELTA_MINUS_15
короче сделай чуть громче плиз,DELTA_PLUS_5
эй бивис чуть чуть потише брат,DELTA_MINUS_5
брух почти не слышу сейчас,DELTA_PLUS_25
брух дбоавь громкости плиз,DELTA_PLUS_10
брух мне не слышно брат,DELTA_PLUS_25
короче сделай еле слышно пожалуйста,SET_10
очень громко плиз,DELTA_MINUS_25
пожалуйста сделай погромче нормально,SET_70
слушай почти максимум брат,SET_90
пожалуйста птише брат,DELTA_MINUS_10
пожалуйста слегка громче брат,DELTA_PLUS_5
короче запусти блокнот,UNKNOWN
бивис громко сликшом пожалуйста,DELTA_MINUS_15
короче зактни сейчас,SET_0
бивис открой ютуб быстро,UNKNOWN
короче сделай еле слышно,SET_10
пожалуйста слышно фигово,DELTA_PLUS_15
ну почти не слышу,DELTA_PLUS_25
пожалуйста еле слышно брат,DELTA_PLUS_15
ну поставь тамер сейчас,UNKNOWN
на максимум,SET_100
короче погроомче брат,DELTA_PLUS_10
ну переключи песню,UNKNOWN
ну сделай скриншот пожалуйста,UNKNOWN
звук режет уши пожлауйста,DELTA_MINUS_25
бивиис орет быстро,DELTA_MINUS_25
слушай убери звук пожалуйста,SET_0
брух прибавь брат,DELTA_PLUS_10
брух зактни,SET_0
слушай на середину плиз,SET_50
брух звук еле слышно,DELTA_PLUS_15
короче расскажи анекдот сейчас,UNKNOWN
немного тише быстро,DELTA_MINUS_5
пожалуйста какая погода брат,UNKNOWN
ну отключи звук пожалуйста,SET_0
ну орет быстро,DELTA_MINUS_25
короче немного тише сейчас,DELTA_MINUS_5
короче сделай скриншот быстро,UNKNOWN
ну сделай почти без звука пожалуйста,SET_10
бивис оычный звук брат,SET_60
слушай нормально плиз,SET_50
брух открй браузер быстро,UNKNOWN
чуть тише брат,DELTA_MINUS_5
пожалуйста потшие сейчас,DELTA_MINUS_10
слушай сделай звук обычным брат,SET_60
расскажи анекдот пожалуйста,UNKNOWN
брух без звука брат,SET_0
слушай открой браузер пожалуйста,UNKNOWN
приглуши плиз,SET_20
брух чуть убавь,DELTA_MINUS_5
сделай чуть громче сейас,DELTA_PLUS_5
бивис поставь еле слышно пожалуйста,SET_10
брух поставь тамйер брат,UNKNOWN
бивис чуть чуть громче пожалуйстта,DELTA_PLUS_5
пожалуйста слегка тише плиз,DELTA_MINUS_5
корочче чуть тише брат,DELTA_MINUS_5
брух мьют брат,SET_0
ну нормально брат,SET_50
короче сделай почти без звука сейчас,SET_10
короче динамики рвутся брат,DELTA_MINUS_25
эй бивис сделай тише,DELTA_MINUS_10
эй бвиис расскажи анекдот,UNKNOWN
бивис почти оглох пожалуйста,DELTA_MINUS_25
корроче чуть убавь плиз,DELTA_MINUS_5
пожалуйста уши режет брат,DELTA_MINUS_25
брух закрой окно сейас,UNKNOWN
громковато,DELTA_MINUS_10
бивис динамики рвутся,DELTA_MINUS_25
пожалуйста переключи песню брат,UNKNOWN
брух сделай звук обычным,SET_60
брух убавь,DELTA_MINUS_10
короче немного громче быстро,DELTA_PLUS_5
пожалуйста немного грмоче пожалуйста,DELTA_PLUS_5
ну уши ржеет плиз,DELTA_MINUS_25
бивис убери звук брат,SET_0
брух слишком громко сейчас,DELTA_MINUS_15
короче очень громко быстро,DELTA_MINUS_25
запусти блокнот,UNKNOWN
эй бивис зтакнись пожалуйста,SET_0
а ну тихо сейчас,DELTA_MINUS_10
эй бивис поставь таймер бстро,UNKNOWN
слушай потише пожалуйста,DELTA_MINUS_10
тише,DELTA_MINUS_10
бивис выруби звук,SET_0
брух сдеалй еле слышно плиз,SET_10
бивис отключи звук плиз,SET_0
бивис почти максимум,SET_90
бивис звук еле слышно плиз,DELTA_PLUS_15
тихо слышно плиз,DELTA_PLUS_15
брух сделай приглушенно плиз,SET_20
замолчи бысро,SET_0
слушай сделай еле слышно плиз,SET_10
пожалуйста поставь на ноль сейчас,SET_0
запсути блокнот пожалуйста,UNKNOWN
бивис обычный звук брат,SET_60
приглуши пожалуйста,SET_20
слушай сделай чуть громче сейчас,DELTA_PLUS_5
эй бивис слегка тише пожалуйста,DELTA_MINUS_5
эй биивс без звука брат,SET_0
эй бивис слегка тише брат,DELTA_MINUS_5
ну сдделай ноль пожалуйста,SET_0
короче слишком громко брат,DELTA_MINUS_15
эй бивис чуть громче брат,DELTA_PLUS_5
ну чуть чуть гроомче сейчас,DELTA_PLUS_5
очень громко пожалуйста,DELTA_MINUS_25
брух выключи звук плиз,SET_0
слшай на середину сейчас,SET_50
эй бивис грмко слишком,DELTA_MINUS_15
слушай чуть убавь пожалуйста,DELTA_MINUS_5
брух сдлай погромче нормально,SET_70
брух не слышно пожалуйста,DELTA_PLUS_25
слушай закрой окно брат,UNKNOWN
ну динамики рвуться,DELTA_MINUS_25
ну открй браузер плиз,UNKNOWN
пожалуйста сделай очень тихо брат,SET_10
сделай ноль сейчс,SET_0
ну добавь громкости плиз,DELTA_PLUS_10
ну громковато как то пожалуйста,DELTA_MINUS_10
пожалуйста уши режет сейчас,DELTA_MINUS_25
эй бивис громковато как то пожалуйста,DELTA_MINUS_10
короче сделай громче,DELTA_PLUS_10
слушай громко но не максимум брат,SET_80
слшуай немного тише брат,DELTA_MINUS_5
короче гроче,DELTA_PLUS_10
короче очень громко пожалуйста,DELTA_MINUS_25
эй бивис громко слишком быстро,DELTA_MINUS_15
пожалуйста приглуши брат,SET_20
слушай рассажи анекдот,UNKNOWN
слушай переключи песню плиз,UNKNOWN
слушай совсем не слышно пожалуйста,DELTA_PLUS_25
слушай немного тише,DELTA_MINUS_5
эй биввис на середину сейчас,SET_50
короче почти максимум плиз,SET_90
биввис орет пожалуйста,DELTA_MINUS_25
бивис приглуши звук,SET_20
короче сделай скриншот брат,UNKNOWN
брух громко,DELTA_MINUS_10
ну очень громко пожалуйста,DELTA_MINUS_25
пожалуйста погромче сейчас,DELTA_PLUS_10
слушай орёт плиз,DELTA_MINUS_25
пожалуйста почти не слышу плиз,DELTA_PLUS_25
бивис чуть чуть громмче,DELTA_PLUS_5
пожалуйста заткнись сейчас,SET_0
средне пожалйста,SET_50
брух сдеалй скриншот,UNKNOWN
брух громко но не максимум сеейчас,SET_80
эй бивис средне сейчас,SET_50
ну не слышно пожалуйста,DELTA_PLUS_25
брух открой ютуб брат,UNKNOWN
бивис поставь таймер плиз,UNKNOWN
эй бивис комфортно брат,SET_60
пожалуйста громко но не максимум быстро,SET_80
ну орёт быстро,DELTA_MINUS_25
ну на полную,SET_100
брух зктни брат,SET_0
ну громко но не максимум сейчас,SET_80
слушай силшком громко,DELTA_MINUS_15
закрой окно быстро,UNKNOWN
бивис надйи файл сейчас,UNKNOWN
короче поставь таймер плиз,UNKNOWN
эй бивис обыычный уровень сейчас,SET_60
бивис громко но не максимум сейчас,SET_80
короче бивис чуть чуть потише пожалуйста,DELTA_MINUS_5
слушаай открой ютуб быстро,UNKNOWN
короче сделай почти без звука брат,SET_10
брух не слышно плиз,DELTA_PLUS_25
ну громкоавто как то брат,DELTA_MINUS_10
ну слегка громче плиз,DELTA_PLUS_5
брух приглуши звук быстро,SET_20
короче открой браузер плиз,UNKNOWN
короче зглуши звук,SET_0
эй бивис запусти блокнот пожалуйста,UNKNOWN
слушай в ноль быстро,SET_0
слушай сделай ноль,SET_0
слушай поставь еле слышно пожалуйста,SET_10
корооче в ноль,SET_0
брух бивис чуть чуть потшие,DELTA_MINUS_5
пожалуйста открой браузер сейчас,UNKNOWN
слушай бивис чуть чуть потише быстро,DELTA_MINUS_5
бивиис чуть тише,DELTA_MINUS_5
брух какая погдоа быстро,UNKNOWN
брух очень громкко быстро,DELTA_MINUS_25
брух открой брауузер,UNKNOWN
пожалуйста динамики рвутся брат,DELTA_MINUS_25
пожалуйста чуть громче сейчас,DELTA_PLUS_5
слушай переключи пенсю,UNKNOWN
пожалйуста мне не слышно,DELTA_PLUS_25
пожалуйста поставь таймер плиз,UNKNOWN
ну звук еле слшно плиз,DELTA_PLUS_15
короче сделай очень тихо,SET_10
короче поставь таймер,UNKNOWN
эй бивис на максимум,SET_100
почти на максимум сейчас,SET_90
пожалуйтса мьют,SET_0
короче сделай тише плиз,DELTA_MINUS_10
слуашй сделай еле слышно плиз,SET_10
брух средне бысро,SET_50
пожалуйста звук еле слышно плиз,DELTA_PLUS_15
слушай сделай громче сейчас,DELTA_PLUS_10
бивис чуть убавь,DELTA_MINUS_5
бивис сделай чуть громче быстро,DELTA_PLUS_5
бивис громче пожалуйста,DELTA_PLUS_10
короче тише брат,DELTA_MINUS_10
пожалуйста сделай оченнь тихо,SET_10
бивис сделай приглушенно сейчас,SET_20
слушай выключи звук брат,SET_0
бивис слишком громо пожалуйста,DELTA_MINUS_15
пожалуйста убавь сейчас,DELTA_MINUS_10
бивис сделай тише пожалуйста,DELTA_MINUS_10
слушай громче быстро,DELTA_PLUS_10
эй бивис бивис чуть чуть громче плиз,DELTA_PLUS_5
эй бивис поставь таймер брат,UNKNOWN
короче найди файл брат,UNKNOWN
запусти блокнот сейчас,UNKNOWN
ну откррой ютуб пожалуйста,UNKNOWN
пожалуйста на середину плиз,SET_50
короче убавь,DELTA_MINUS_10
слушай прибавь,DELTA_PLUS_10
эй бивис сделай скриншот быстро,UNKNOWN
пожалуйста фигово слышно брат,DELTA_PLUS_15
брух бивис чуть чуть потише брат,DELTA_MINUS_5
эй бивис бивис чуть чуть громче брат,DELTA_PLUS_5
брух громко бытсро,DELTA_MINUS_10
слушай фигово слышно быстро,DELTA_PLUS_15
слушай потише,DELTA_MINUS_10
брух в ноль плиз,SET_0
ну сделаай звук еле еле брат,SET_10
ну поставь на ноль быстро,SET_0
эй бивис на ноль сейчас,SET_0
эй бивс выключи звук,SET_0
эй бивис расскажи анекдот пожалуйста,UNKNOWN
брух замолчи сейчас,SET_0
брух очень тихо слышно брат,DELTA_PLUS_15
почти мааксимум,SET_90
эй бивис очень тихо слышно брат,DELTA_PLUS_15
брух нормально сейчас,SET_50
пожалуйста слишком громко быстро,DELTA_MINUS_15
короче слегка тише,DELTA_MINUS_5
пожалуйста громко но не максимум плиз,SET_80
короче какая погода быстро,UNKNOWN
слушшай приглуши звук сейчас,SET_20
пожалуйста выключи звук быстро,SET_0
эй бивис мне не слышно сейчас,DELTA_PLUS_25
ну открой ютуб бытро,UNKNOWN
пожалуйста слегка громче быстро,DELTA_PLUS_5
зактни,SET_0
ну поччти на максимум сейчас,SET_90
сделлай ноль плиз,SET_0
слышно фигово быстро,DELTA_PLUS_15
ну чуть прибавь брат,DELTA_PLUS_5
слушай поставь еле слышо сейчас,SET_10
слушай бивис чуть чуть громче пожалуйста,DELTA_PLUS_5
залгуши звук,SET_0
брух очень тихо,DELTA_PLUS_25
ну поствь таймер сейчас,UNKNOWN
брух открой браузер сейчас,UNKNOWN
брух очень тихо брат,DELTA_PLUS_25
короче нормально,SET_50
брух сделай звук еле еле сейчас,SET_10
бивис чуть чуть потише быстро,DELTA_MINUS_5
короче слегка громче сейчас,DELTA_PLUS_5
слушай заглуши звук сейчас,SET_0
ну прееключи песню пожалуйста,UNKNOWN
эй бивис чуть чуть громче брат,DELTA_PLUS_5
слишком громко быстро,DELTA_MINUS_15
эй бивис сделай еле слыншо быстро,SET_10
бивис сделай приглушенно быстро,SET_20
пожаалуйста открой ютуб сейчас,UNKNOWN
бивис заглуши звук пожалуйста,SET_0
мьют сейачс,SET_0
пожалуйса без звука брат,SET_0
пожалуйста почти не слышу,DELTA_PLUS_25
замолчи сейчаас,SET_0
короче без звуа,SET_0
ну средне сейчас,SET_50
пожаллуйста нормально брат,SET_50
короче сделай еле слышно быстро,SET_10
сделай погромче нормально сейчас,SET_70
еле слышно плиз,DELTA_PLUS_15
дообавь громкости,DELTA_PLUS_10
слушай слегка громче сейчас,DELTA_PLUS_5
бивис мьют,SET_0
ну выключи звук,SET_0
бивис бивис чуть чуть громче быстро,DELTA_PLUS_5
слушай громко но не максиимум пожалуйста,SET_80
слушай заткнись быстро,SET_0
пожалуйста что по времени сейчас,UNKNOWN
пожалуйста слышно фигово сейчас,DELTA_PLUS_15
слушай почти максимум,SET_90
эй бвиис обычный уровень плиз,SET_60
эй бивис сделай очень тихо быстро,SET_10
чуть громче брат,DELTA_PLUS_5
брух сделай чуть громче брат,DELTA_PLUS_5
короче переключи песню пожалуйста,UNKNOWN
эй бивис чуть прибавь сейачс,DELTA_PLUS_5
добавь громкости,DELTA_PLUS_10
брух чуть чуть гроче плиз,DELTA_PLUS_5
ну кофортно плиз,SET_60
пожалуйста мьют плиз,SET_0
пожалуйста динамики рвуться плиз,DELTA_MINUS_25
эй бивис почти не слышу брат,DELTA_PLUS_25
короче найди файл сейчас,UNKNOWN
ну совсем не слышно сейчас,DELTA_PLUS_25
пожалуйста сделай почти без звука сейчас,SET_10
ну потише,DELTA_MINUS_10
короче чуть тише сейчас,DELTA_MINUS_5
пожалуйста поставь таймер брат,UNKNOWN
бивис добавь громкости сейчас,DELTA_PLUS_10
короче громковато как то брат,DELTA_MINUS_10
эй бивис еле слышно пожалуйста,DELTA_PLUS_15
пожалуйста не слышно брат,DELTA_PLUS_25
брух сделай скриншот быстро,UNKNOWN
пожалуйста откррой ютуб,UNKNOWN
эй бивис ничего не слышно плиз,DELTA_PLUS_25
короче что по времени,UNKNOWN
короче громко плиз,DELTA_MINUS_10
брух выключи звук,SET_0
слушай убавь быстро,DELTA_MINUS_10
эй бивис очень тихо слышно,DELTA_PLUS_15
короче звук еле слышно пожалуйста,DELTA_PLUS_15
короче какая погда пожалуйста,UNKNOWN
пожлауйста звук еле слышно,DELTA_PLUS_15
расскажи анекдот,UNKNOWN
бивис запусти блокнот брат,UNKNOWN
эй бивис какая погода плиз,UNKNOWN
бивис чуть чуть потише сейчас,DELTA_MINUS_5
бивис поставь еле слышно сейчас,SET_10
короче убери звук пожалуйста,SET_0
бивис обычный уровень быстро,SET_60
короче нормально пожалуйста,SET_50
а ну тихо пожалуйста,DELTA_MINUS_10
пожалуйста замолчи пожалуйста,SET_0
ну динамики рвуться плиз,DELTA_MINUS_25
поалуйста сделай громче быстро,DELTA_PLUS_10
слега тише быстро,DELTA_MINUS_5
тише пжалуйста,DELTA_MINUS_10
ну тише,DELTA_MINUS_10
слушай сделай еле слшно плиз,SET_10
эй бивис выруби звук быстро,SET_0
мне не слшно,DELTA_PLUS_25
эй бивис поставь еле слышно сейчас,SET_10
брух громче пожалуйста,DELTA_PLUS_10
брух запусти блокнот сейчас,UNKNOWN
динамики рвутся плиз,DELTA_MINUS_25
ну выруби звук сейчас,SET_0
бивис слишком громко,DELTA_MINUS_15
крооче открой ютуб брат,UNKNOWN
бивис комфортно,SET_60
брух переключи песню брат,UNKNOWN
брух почти на максимум сейчас,SET_90
бивис открой ютуб,UNKNOWN
брух седлай приглушенно плиз,SET_20
короче почти не слышу,DELTA_PLUS_25
эй бивис сделай звук еле еле сейчас,SET_10
крооче не слышно,DELTA_PLUS_25
короче замолчи,SET_0
открой брауузер быстро,UNKNOWN
ну на середину сейчас,SET_50
на максимум брат,SET_100
ну обычный уровень сейчас,SET_60
пожалуйста очень громко,DELTA_MINUS_25
слушай не слышно,DELTA_PLUS_25
бивс приглуши,SET_20
эй бивис сделай очень тихо плиз,SET_10
эй бивис погромче сейчас,DELTA_PLUS_10
брух почти не слышу пожалуйста,DELTA_PLUS_25
звук еле слышно брат,DELTA_PLUS_15
брух немного тише,DELTA_MINUS_5
пожаулйста что по времени плиз,UNKNOWN
короче зактни брат,SET_0
ну что по времени быстро,UNKNOWN
слушай фигово слышно,DELTA_PLUS_15
короче очень громко,DELTA_MINUS_25
слушай ничего не слышно,DELTA_PLUS_25
брух на максимум,SET_100
короче слишком громко пожалуйста,DELTA_MINUS_15
эй бивис почти оглох брат,DELTA_MINUS_25
почти максимум пожалуйста,SET_90
эй бивис звук режет уши быстро,DELTA_MINUS_25
пожалйуста отключи звук быстро,SET_0
ну на полную быстро,SET_100
эй бивиис найди файл плиз,UNKNOWN
эй бивис заткнись пожалуйста,SET_0
комфоортно брат,SET_60
эй бивис динамики рвуться быстро,DELTA_MINUS_25
очень тихо быстро,DELTA_PLUS_25
пожалуйста уши режет плиз,DELTA_MINUS_25
ну сделай скриншот сейчас,UNKNOWN
ну чуть прибавь быстро,DELTA_PLUS_5
короче сделай погромче нормально бысрто,SET_70
брух слегка тише брат,DELTA_MINUS_5
слшуай какая погода брат,UNKNOWN
слшуай тише,DELTA_MINUS_10
корочче почти не слышу плиз,DELTA_PLUS_25
слушай слышно фигово пожалуйста,DELTA_PLUS_15
ну на середину плиз,SET_50
короче переключи псеню сейчас,UNKNOWN
брух убваь плиз,DELTA_MINUS_10
ну почти оглох плиз,DELTA_MINUS_25
короче очень тихо плиз,DELTA_PLUS_25
слушай погромче пожалуйста,DELTA_PLUS_10
бивис на середину сейчас,SET_50
эй бивис потише сейчас,DELTA_MINUS_10
брух средне плиз,SET_50
короче преключи песню,UNKNOWN
слушай сделай звук еле еле плиз,SET_10
пожалуйста бивис чуть чуть потише брат,DELTA_MINUS_5
пожалуйсста чуть чуть громче пожалуйста,DELTA_PLUS_5
ну заткнись быстро,SET_0
сделай очень тихо плиз,SET_10
бивис чуть чуть грромче брат,DELTA_PLUS_5
эй бивис почти на максиумм быстро,SET_90
слушаай бивис чуть чуть громче брат,DELTA_PLUS_5
нормально сейчас,SET_50
короче слишком гормко быстро,DELTA_MINUS_15
сллушай чуть чуть потише,DELTA_MINUS_5
слушай без звука сейчас,SET_0
эй бивис заткни брат,SET_0
короче слегка громче плиз,DELTA_PLUS_5
короче сделй чуть громче пожалуйста,DELTA_PLUS_5
рассскажи анекдот,UNKNOWN
брух сделай еле слышно пожалуйста,SET_10
слушай сделай погромче нормально пожалуйста,SET_70
слушай немного тише быстро,DELTA_MINUS_5
бивис громковато плиз,DELTA_MINUS_10
слушай мьют,SET_0
ничего не слышно брат,DELTA_PLUS_25
пожалуйста сделай звук еле еле быстро,SET_10
пожалусйта звук еле слышно брат,DELTA_PLUS_15
пожалуйста переключи песню быстро,UNKNOWN
слушай громко но не максимум,SET_80
эй бивис звук режет уши сейчас,DELTA_MINUS_25
брух громковато как то пожалуйста,DELTA_MINUS_10
пожалуйста уберри звук плиз,SET_0
эй бивис чуть убавь пожалуйта,DELTA_MINUS_5
короче громче сейчас,DELTA_PLUS_10
слушай орёт брат,DELTA_MINUS_25
бивис орет,DELTA_MINUS_25
биивс убавь,DELTA_MINUS_10
короче заткнись брат,SET_0
слушай добавь грромкости плиз,DELTA_PLUS_10
короче на полную плиз,SET_100
короче слишком громко плиз,DELTA_MINUS_15
слушай орёт пожалуйста,DELTA_MINUS_25
пожалуйстта на ноль,SET_0
короче сделай погромче нормально сейчас,SET_70
ну переключи песню сейчас,UNKNOWN
бивис немного тише пожалуйста,DELTA_MINUS_5
слушай что по времени быстро,UNKNOWN
бивис какая погода пожалуйста,UNKNOWN
открй ютуб брат,UNKNOWN
бивис ниичего не слышно брат,DELTA_PLUS_25
пожалуйста на максимум,SET_100
брух уши режет быстро,DELTA_MINUS_25
слушай найди файл,UNKNOWN
ну сделай ноль брат,SET_0
биивис сделай погромче нормально пожалуйста,SET_70
слушай заткни брат,SET_0
бивис сделай скринот,UNKNOWN
бивис чуть чуть громче пожалуйста,DELTA_PLUS_5
эй бивис еле слышно,DELTA_PLUS_15
короче найди файл быстро,UNKNOWN
бивис очень громко сейачс,DELTA_MINUS_25
не слышно пожалуйста,DELTA_PLUS_25
пожалуйста обычный уровень плиз,SET_60
брух тише,DELTA_MINUS_10
брух немного громче сейчас,DELTA_PLUS_5
слишком гомко брат,DELTA_MINUS_15
бивис очень тихо слышно брат,DELTA_PLUS_15
пожалуйста сделай погромче нормально плиз,SET_70
ну орёт плиз,DELTA_MINUS_25
брух на середину плиз,SET_50
бивис сделай звук еле еле быстро,SET_10
брух сделай звук обычным пожалуйста,SET_60
бивис нормально,SET_50
бивис приглуши звук быстро,SET_20
сушай средне быстро,SET_50
пожалуйста прибавь пожалуйста,DELTA_PLUS_10
громче плиз,DELTA_PLUS_10
пожалуйста ничео не слышно брат,DELTA_PLUS_25
бивис приглуши звук сейчас,SET_20
эй бивис сделай почти без звука плиз,SET_10
короче а ну тихо плиз,DELTA_MINUS_10
чуть прибавь сейчас,DELTA_PLUS_5
брух нормально,SET_50
бивис найди файл пожалуйста,UNKNOWN
короче расскажи анекдот пожалуйста,UNKNOWN
пожалуйста очень громко быстро,DELTA_MINUS_25
короче погромче сейчас,DELTA_PLUS_10
бивис открой ютуб сейчас,UNKNOWN
динамкии рвутся плиз,DELTA_MINUS_25
ну прибавь плиз,DELTA_PLUS_10
слушай сделай скриншот сейчас,UNKNOWN
бивис грмковато,DELTA_MINUS_10
пожалуйста прибавь,DELTA_PLUS_10
ну на ноль пожалуйста,SET_0
биивс бивис чуть чуть потише,DELTA_MINUS_5
чуть чуть громчче,DELTA_PLUS_5
брух очень тихо сейчас,DELTA_PLUS_25
ну гроковато как то брат,DELTA_MINUS_10
брух убавь пожалуйста,DELTA_MINUS_10
ну сделай погромче нормально,SET_70
слушй какая погода,UNKNOWN
эй бивис поставь на ноль плиз,SET_0
короче сделай тише сейчас,DELTA_MINUS_10
сделай скриншот,UNKNOWN
пожалуйста убавь пожалуйста,DELTA_MINUS_10
эй бивис а ну тихо быстро,DELTA_MINUS_10
без звука быстро,SET_0
пожалуйста тише пожалуйста,DELTA_MINUS_10
пожалуйста заглуши звук сейчас,SET_0
крооче обычный уровень,SET_60
брух а ну тихо плиз,DELTA_MINUS_10
брух поставь еле слышно плиз,SET_10
пожалуйста нормальнно,SET_50
бивис что по времени брат,UNKNOWN
орет быстро,DELTA_MINUS_25
ну что по времени сейчас,UNKNOWN
брух бивис чуть чуть потише бсытро,DELTA_MINUS_5
какая погода пожалуйста,UNKNOWN
слшуай орет быстро,DELTA_MINUS_25
бивис громко,DELTA_MINUS_10
короче переключи песню быстро,UNKNOWN
брух сдеалй звук обычным плиз,SET_60
короче сдлеай еле слышно быстро,SET_10
пожалуйста громко слишком плиз,DELTA_MINUS_15
поставь тамйер плиз,UNKNOWN
эй бивис открй браузер плиз,UNKNOWN
короче мне не слышно,DELTA_PLUS_25
слегка тише плиз,DELTA_MINUS_5
ну звук еле слышно плиз,DELTA_PLUS_15
брух убери звук,SET_0
бивис потише сейчас,DELTA_MINUS_10
пожалуйста громко слишком,DELTA_MINUS_15
ну на максимум,SET_100
пожалуйста бивис чуть чуть потише быстро,DELTA_MINUS_5
эй бивис чуть чуть громче,DELTA_PLUS_5
эй бивис громко сейчас,DELTA_MINUS_10
эй бивис орет быыстро,DELTA_MINUS_25
слушай бивис чуть чуть громче сейчас,DELTA_PLUS_5
бивис зактни сейчас,SET_0
короче сделай погромче нормально пожалуйста,SET_70
брух отключи звук,SET_0
слшай запусти блокнот быстро,UNKNOWN
эй бивис сделай грмоче быстро,DELTA_PLUS_10
брух бивис чуть чуть громче пожалуйста,DELTA_PLUS_5
корроче орет,DELTA_MINUS_25
поставь еле слышно быстро,SET_10
какаая погода пожалуйста,UNKNOWN
короче средне плиз,SET_50
эй бивис на полную,SET_100
брух приглуши звук плиз,SET_20
слушай какая погода пожалуйста,UNKNOWN
ну нчиего не слышно,DELTA_PLUS_25
сделай очень тихо пожалуйста,SET_10
ну седлай скриншот пожалуйста,UNKNOWN
эй бивис слегка тише,DELTA_MINUS_5
короче бивис чуть чуть потише плиз,DELTA_MINUS_5
брух выруби звук плиз,SET_0
брух сделай приглушенно пожалуйста,SET_20
ну немного громче быстро,DELTA_PLUS_5
сушай слишком громко,DELTA_MINUS_15
грокмовато как то,DELTA_MINUS_10
слушай сделай громче бысстро,DELTA_PLUS_10
слушай переключи песню пожалууйста,UNKNOWN
пожалуйста открой ютуб брат,UNKNOWN
динамики рвутся быстро,DELTA_MINUS_25
эй бивис сренде брат,SET_50
бивис немного громче,DELTA_PLUS_5
пожалуйста мьют сейчас,SET_0
короче зактни пожалуйста,SET_0
бивис сделай еле слышно пожалуйста,SET_10
эй бивис сделай скриншот,UNKNOWN
эй бивис сделай грмоче сейчас,DELTA_PLUS_10
бивис приглушши звук,SET_20
ну закрой окно пожалуйста,UNKNOWN
короче какая погода брат,UNKNOWN
бивис сделай тише,DELTA_MINUS_10
короче слышно фигово быстро,DELTA_PLUS_15
бивис фигово слышнно быстро,DELTA_PLUS_15
биввис приглуши звук пожалуйста,SET_20
потише быстро,DELTA_MINUS_10
слшай переключи песню,UNKNOWN
короче чуть убавь плиз,DELTA_MINUS_5
эй бивис сделай тише пожалуйста,DELTA_MINUS_10
пожалуйста а ну тихо брат,DELTA_MINUS_10
пожалуйста посставь таймер быстро,UNKNOWN
короче уши режет сейчас,DELTA_MINUS_25
бивис звук режет уши сйечас,DELTA_MINUS_25
бивис заткнись,SET_0
пожалуйста без звука пожалуйста,SET_0
ну громовато брат,DELTA_MINUS_10
слушай очень тихо слышно,DELTA_PLUS_15
слушай обычный звук плиз,SET_60
почти масимум,SET_90
короче нормально плиз,SET_50
эй биивис добавь громкости,DELTA_PLUS_10
эй бивис погромче,DELTA_PLUS_10
бивис звук еле слышно брат,DELTA_PLUS_15
брух найди файл быстро,UNKNOWN
слушай почти максимум плиз,SET_90
корче чуть чуть громче быстро,DELTA_PLUS_5
эй бивис сделай приглушеннно,SET_20
короче громко,DELTA_MINUS_10
брух средне пожалуйста,SET_50
ну приглуши звук быстро,SET_20
ну погромчче плиз,DELTA_PLUS_10
слушай сдеалй очень тихо плиз,SET_10
брух потише плиз,DELTA_MINUS_10
пожалуйста орёт пожалуйста,DELTA_MINUS_25
корче заглуши звук,SET_0
брух грмковато брат,DELTA_MINUS_10
слегка громче,DELTA_PLUS_5
короче сделай скриншот плиз,UNKNOWN
короче приглуши сейчас,SET_20
слушай мьют быстро,SET_0
эй бивис немного грмче,DELTA_PLUS_5
эй биис мне не слышно быстро,DELTA_PLUS_25
эй бивис в ноль сеййчас,SET_0
ну сделай ноль плиз,SET_0
брух грромче плиз,DELTA_PLUS_10
пожалуйста сделай ноль плиз,SET_0
слушай динамики рвустя плиз,DELTA_MINUS_25
пожалуйста орет быстро,DELTA_MINUS_25
мьют плиз,SET_0
эй бивис очень громко сейчас,DELTA_MINUS_25
брух слегка тише пожалуйста,DELTA_MINUS_5
ну громче,DELTA_PLUS_10
ну мне не слыышно,DELTA_PLUS_25
короче переключи песню брат,UNKNOWN
эй бивис немного громче брат,DELTA_PLUS_5
эй бивис на середину плиз,SET_50
эй бивис очень тихо пожалуйста,DELTA_PLUS_25
